vehicle_number,lap,Steering_Angle,Accel_Longitudinal,Accel_Lateral,Throttle,Gear,Engine_RPM,Brake_Front,Brake_Rear,Speed
0,1,-3.6602517482517483,0.013533706293706295,-0.10614209790209791,39.058290909090914,1.7552447552447552,5312.13006993007,3.1459412587412587,3.177325874125874,89.07995798319328
0,2,-2.4273615635179153,0.004083802191294049,-0.10862303819958542,47.091702694699435,1.9005034053893988,5672.14962962963,5.084665383476459,5.112688777021025,97.21943786982249
0,3,-6.354530130636326,0.03431436999578592,-0.2137433628318584,77.07672987779182,2.752212389380531,6437.745263157894,7.516198904340497,7.575048461862621,131.52980972515857
0,4,-4.720997375328085,0.03456999125109361,-0.2394453193350831,78.48858267716535,2.9496937882764653,6501.170305676856,6.952217847769029,7.018619860017498,138.5080306345733
0,5,-3.9036585365853664,0.017111062717770034,-0.2330918989547038,76.77773954703832,3.033101045296167,6397.2091503267975,6.615047909407665,6.678242595818816,138.9258823529412
0,6,-5.547076656561282,0.01576959722823733,-0.23297704634040708,75.86719359029884,2.9683845820701604,6520.4047619047615,8.163423559982677,8.22460588999567,139.11151515151516
0,7,-3.4774439272111723,0.01171688531527719,-0.21725645366060092,75.94305120609394,2.947524333474397,6418.940677966101,6.955653829877274,7.019557765552264,136.97925847457626
0,8,-5.315295629820051,0.014045415595544128,-0.2303093401885176,74.99023993144816,2.9507283633247643,6478.498929336189,7.326032562125107,7.391356041131105,138.29672376873663
0,9,-5.744950151712181,0.012200260078023408,-0.2279913307325531,76.25152579107065,2.9575205895101866,6493.251626898048,9.609315127871694,9.693472041612484,138.62488069414317
0,10,-4.8066324347454,0.011312366281557552,-0.2240543431750107,75.60402225074883,2.8968763371844246,6556.198717948718,9.533988018827557,9.61967051775781,138.05940042826552
0,11,-3.2059643012625165,0.012139747496734873,-0.23381367000435352,76.36291249455812,2.971266869830213,6519.599128540305,8.977755768393557,9.0577644754027,139.2997608695652
